"Date","Price","Open","High","Low","Vol.","Change %"
"30/10/2023","10,850.0","10,900.0","11,000.0","10,850.0","2.48M","-1.36%"
"27/10/2023","11,000.0","10,900.0","11,000.0","10,750.0","3.61M","1.85%"
"26/10/2023","10,800.0","11,150.0","11,150.0","10,750.0","8.78M","-3.57%"
"25/10/2023","11,200.0","11,200.0","11,350.0","11,150.0","2.85M","0.00%"
"24/10/2023","11,200.0","11,050.0","11,200.0","10,950.0","3.88M","1.36%"
"23/10/2023","11,050.0","11,200.0","11,250.0","10,950.0","3.29M","-1.34%"
"20/10/2023","11,200.0","11,100.0","11,200.0","10,950.0","3.87M","1.36%"
"19/10/2023","11,050.0","11,150.0","11,200.0","10,950.0","3.04M","-1.78%"
"18/10/2023","11,250.0","11,250.0","11,300.0","10,900.0","6.95M","0.00%"
"17/10/2023","11,250.0","11,350.0","11,450.0","11,250.0","3.32M","-0.88%"
"16/10/2023","11,350.0","11,400.0","11,500.0","11,250.0","3.08M","-0.44%"
"13/10/2023","11,400.0","11,250.0","11,450.0","11,200.0","4.78M","-0.44%"
"12/10/2023","11,450.0","11,550.0","11,550.0","11,400.0","3.24M","-0.43%"
"11/10/2023","11,500.0","11,650.0","11,650.0","11,350.0","3.94M","0.44%"
"10/10/2023","11,450.0","11,250.0","11,450.0","11,250.0","5.12M","2.23%"
"09/10/2023","11,200.0","11,000.0","11,200.0","11,000.0","9.55M","0.00%"
"06/10/2023","11,200.0","10,950.0","11,250.0","10,900.0","5.14M","2.75%"
"05/10/2023","10,900.0","11,250.0","11,300.0","10,900.0","8.24M","-3.11%"
"04/10/2023","11,250.0","11,200.0","11,400.0","11,100.0","5.55M","0.45%"
"03/10/2023","11,200.0","11,700.0","11,750.0","11,200.0","7.91M","-4.68%"
"02/10/2023","11,750.0","11,650.0","11,850.0","11,600.0","2.86M","1.29%"
"29/09/2023","11,600.0","11,950.0","11,950.0","11,600.0","5.50M","0.87%"
"28/09/2023","11,500.0","11,750.0","11,800.0","11,500.0","4.86M","-2.13%"
"27/09/2023","11,750.0","11,700.0","11,750.0","11,500.0","4.55M","0.86%"
"26/09/2023","11,650.0","11,850.0","11,950.0","11,650.0","7.57M","-1.27%"
"25/09/2023","11,800.0","12,350.0","12,400.0","11,800.0","7.94M","-4.07%"
"22/09/2023","12,300.0","12,600.0","12,650.0","12,150.0","9.84M","-3.15%"
"21/09/2023","12,700.0","12,800.0","12,900.0","12,650.0","5.69M","-0.78%"
"20/09/2023","12,800.0","12,750.0","12,850.0","12,700.0","3.63M","0.39%"
"19/09/2023","12,750.0","12,700.0","12,850.0","12,500.0","5.47M","0.79%"
"18/09/2023","12,650.0","12,850.0","12,850.0","12,600.0","5.67M","-0.78%"
"15/09/2023","12,750.0","12,800.0","13,050.0","12,750.0","6.49M","0.00%"
"14/09/2023","12,750.0","13,000.0","13,000.0","12,750.0","6.69M","-1.54%"
"13/09/2023","12,950.0","12,950.0","13,200.0","12,900.0","10.78M","0.39%"
"12/09/2023","12,900.0","12,800.0","12,950.0","12,700.0","3.27M","1.57%"
"11/09/2023","12,700.0","13,000.0","13,050.0","12,700.0","8.20M","-1.17%"
"08/09/2023","12,850.0","12,900.0","13,000.0","12,850.0","10.41M","-0.39%"
"07/09/2023","12,900.0","13,100.0","13,150.0","12,900.0","8.43M","-0.77%"
